#promoteChance is in hundredths of a percent per turn

char,foreColor,backColor,priority,ignit,fireType,discovType,promoteType,promoteChance,glowLight,flags,description,flavorText

#dungeon layer (this layer must have all of fore color, back color and char)
' ',black,black,100,0,DF_PLAIN_FIRE,0,0,0,NO_LIGHT,0, 0,"a chilly void",""
WALL_CHAR,wallBackColor,graniteBackColor,0,0,DF_PLAIN_FIRE,0,0,0,NO_LIGHT,(T_OBSTRUCTS_EVERYTHING), (TM_STAND_IN_TILE),"a rough granite wall","The granite is split open with splinters of rock jutting out at odd angles."
FLOOR_CHAR,floorForeColor,floorBackColor,95,0,DF_PLAIN_FIRE,0,0,0,NO_LIGHT,0, 0,"the ground",""
FLOOR_CHAR,floorForeColor,floorBackColor,95,0,DF_PLAIN_FIRE,0,0,0,NO_LIGHT,0, 0,"the ground",""
FLOOR_CHAR,carpetForeColor,carpetBackColor,85,0,DF_EMBERS,0,0,0,NO_LIGHT,(T_IS_FLAMMABLE),(TM_VANISHES_UPON_PROMOTION),"the carpet","Ornate carpeting fills this room, a relic of ages past."
FLOOR_CHAR,marbleForeColor,marbleBackColor,85,0,DF_EMBERS,0,0,0,NO_LIGHT,0, 0,"the marble ground","Light from the nearby crystals catches the grain of the lavish marble floor."
WALL_CHAR,wallForeColor,wallBackColor,0,0,DF_PLAIN_FIRE,0,0,0,NO_LIGHT,(T_OBSTRUCTS_EVERYTHING), (TM_STAND_IN_TILE),"a stone wall","The rough stone wall is firm and unyielding."
DOOR_CHAR,doorForeColor,doorBackColor,25,50,DF_EMBERS,0,DF_OPEN_DOOR,0,NO_LIGHT,(T_OBSTRUCTS_VISION | T_OBSTRUCTS_GAS | T_IS_FLAMMABLE), (TM_STAND_IN_TILE | TM_VANISHES_UPON_PROMOTION | TM_PROMOTES_ON_STEP | TM_VISUALLY_DISTINCT), "a wooden door","you pass through the doorway."
OPEN_DOOR_CHAR,doorForeColor,doorBackColor,25,50,DF_EMBERS,0,DF_CLOSED_DOOR,10000,NO_LIGHT,(T_IS_FLAMMABLE), (TM_STAND_IN_TILE | TM_VANISHES_UPON_PROMOTION | TM_VISUALLY_DISTINCT),"an open door","you pass through the doorway."
WALL_CHAR,wallForeColor,wallBackColor,0,50,DF_EMBERS,DF_SHOW_DOOR,0,0,NO_LIGHT,(T_OBSTRUCTS_EVERYTHING | T_IS_FLAMMABLE), (TM_STAND_IN_TILE | TM_VANISHES_UPON_PROMOTION | TM_IS_SECRET),"a stone wall","The rough stone wall is firm and unyielding."
DOOR_CHAR,ironDoorForeColor,ironDoorBackColor,15,50,DF_EMBERS,0,DF_OPEN_IRON_DOOR_INERT,0,NO_LIGHT,(T_OBSTRUCTS_EVERYTHING), (TM_STAND_IN_TILE | TM_VANISHES_UPON_PROMOTION | TM_PROMOTES_WITH_KEY | TM_LIST_IN_SIDEBAR | TM_VISUALLY_DISTINCT | TM_BRIGHT_MEMORY | TM_INTERRUPT_EXPLORATION_WHEN_SEEN | TM_INVERT_WHEN_HIGHLIGHTED),"a locked iron door","you search your pack but do not have a matching key."
OPEN_DOOR_CHAR,whiteBrogue,ironDoorBackColor,90,50,DF_EMBERS,0,0,0,NO_LIGHT,(T_OBSTRUCTS_SURFACE_EFFECTS), (TM_STAND_IN_TILE | TM_VISUALLY_DISTINCT),                           "an open iron door","you pass through the doorway."
DESCEND_CHAR,itemColor,stairsBackColor,30,0,DF_PLAIN_FIRE,0,DF_REPEL_CREATURES, 0,NO_LIGHT,(T_OBSTRUCTS_ITEMS | T_OBSTRUCTS_SURFACE_EFFECTS), (TM_PROMOTES_ON_STEP | TM_STAND_IN_TILE | TM_LIST_IN_SIDEBAR | TM_VISUALLY_DISTINCT | TM_BRIGHT_MEMORY | TM_INTERRUPT_EXPLORATION_WHEN_SEEN | TM_INVERT_WHEN_HIGHLIGHTED), "a downward staircase","stairs spiral downward into the depths."
ASCEND_CHAR,itemColor,stairsBackColor,30,0,DF_PLAIN_FIRE,0,DF_REPEL_CREATURES, 0,NO_LIGHT,(T_OBSTRUCTS_ITEMS | T_OBSTRUCTS_SURFACE_EFFECTS), (TM_PROMOTES_ON_STEP | TM_STAND_IN_TILE | TM_LIST_IN_SIDEBAR | TM_VISUALLY_DISTINCT | TM_BRIGHT_MEMORY | TM_INTERRUPT_EXPLORATION_WHEN_SEEN | TM_INVERT_WHEN_HIGHLIGHTED), "an upward staircase","stairs spiral upward."
OMEGA_CHAR,lightBlue,firstStairsBackColor,30,0,DF_PLAIN_FIRE,0,DF_REPEL_CREATURES, 0,NO_LIGHT,(T_OBSTRUCTS_ITEMS | T_OBSTRUCTS_SURFACE_EFFECTS), (TM_PROMOTES_ON_STEP | TM_STAND_IN_TILE | TM_LIST_IN_SIDEBAR | TM_VISUALLY_DISTINCT | TM_BRIGHT_MEMORY | TM_INTERRUPT_EXPLORATION_WHEN_SEEN | TM_INVERT_WHEN_HIGHLIGHTED), "the dungeon exit","the gilded doors leading out of the dungeon are sealed by an invisible force."
OMEGA_CHAR,wallCrystalColor,firstStairsBackColor,30,0,DF_PLAIN_FIRE,0,DF_REPEL_CREATURES, 0,INCENDIARY_DART_LIGHT,(T_OBSTRUCTS_ITEMS | T_OBSTRUCTS_SURFACE_EFFECTS), (TM_PROMOTES_ON_STEP | TM_STAND_IN_TILE | TM_LIST_IN_SIDEBAR | TM_VISUALLY_DISTINCT | TM_BRIGHT_MEMORY | TM_INTERRUPT_EXPLORATION_WHEN_SEEN | TM_INVERT_WHEN_HIGHLIGHTED), "a crystal portal","dancing lights play across the plane of this sparkling crystal portal."
WALL_CHAR,torchColor,wallBackColor,0,0,DF_PLAIN_FIRE,0,0,0,TORCH_LIGHT,(T_OBSTRUCTS_EVERYTHING), (TM_STAND_IN_TILE),"a wall-mounted torch","The torch is anchored firmly to the wall and sputters quietly in the gloom."
WALL_CHAR,wallCrystalColor,wallCrystalColor,0,0,DF_PLAIN_FIRE,0,0,0,CRYSTAL_WALL_LIGHT,(T_OBSTRUCTS_PASSABILITY | T_OBSTRUCTS_ITEMS | T_OBSTRUCTS_GAS | T_OBSTRUCTS_SURFACE_EFFECTS | T_OBSTRUCTS_DIAGONAL_MOVEMENT), (TM_STAND_IN_TILE | TM_REFLECTS_BOLTS),"a crystal formation", "You feel the crystal's glossy surface and admire the dancing lights beneath."
